,city,state,citystate,lat,lon
1624,Germantown,OH,"Germantown, OH",39.6261682,-84.3693882
1625,Bucyrus,OH,"Bucyrus, OH",40.8083909,-82.97546489999999
1626,Oxford,OH,"Oxford, OH",39.5069974,-84.74523099999999
1627,Marion,OH,"Marion, OH",40.5886699,-83.1285242
1628,Steubenville,OH,"Steubenville, OH",40.3697905,-80.63396379999999
1629,Lisbon,OH,"Lisbon, OH",40.7720044,-80.7681336
1630,Delaware,OH,"Delaware, OH",40.2986724,-83.067965
1631,Fremont,OH,"Fremont, OH",41.3503303,-83.1218634
1632,Perrysburg,OH,"Perrysburg, OH",41.556996,-83.627157
1633,Stow,OH,"Stow, OH",41.1595005,-81.44038979999999
1634,Canton,OH,"Canton, OH",40.79894729999999,-81.378447
1635,Dayton,OH,"Dayton, OH",39.7589478,-84.1916069
1636,Aurora,OH,"Aurora, OH",41.3175549,-81.3453858
1637,Sidney,OH,"Sidney, OH",40.2842164,-84.1554987
1638,Niles,OH,"Niles, OH",41.1828353,-80.76535799999999
1639,Marysville,OH,"Marysville, OH",40.2364486,-83.3671432
1640,Bryan,OH,"Bryan, OH",41.4747732,-84.5524508
1641,Defiance,OH,"Defiance, OH",41.2844933,-84.3557802
1642,Norwalk,OH,"Norwalk, OH",41.24255309999999,-82.6157331
1643,Findlay,OH,"Findlay, OH",41.04422,-83.6499321
1644,Streetsboro,OH,"Streetsboro, OH",41.2392227,-81.3459405
1645,Celina,OH,"Celina, OH",40.5489358,-84.5702338
1646,Circleville,OH,"Circleville, OH",39.600618,-82.9460133
1647,Greenville,OH,"Greenville, OH",40.1028264,-84.63301150000001
1648,Lorain,OH,"Lorain, OH",41.452819,-82.1823746
1649,Willoughby,OH,"Willoughby, OH",41.6397696,-81.4065011
1650,Piqua,OH,"Piqua, OH",40.1447732,-84.24244490000001
1651,Pomeroy,OH,"Pomeroy, OH",39.02757810000001,-82.03375199999999
1652,Wilmington,OH,"Wilmington, OH",39.4453393,-83.8285375
1653,Wooster,OH,"Wooster, OH",40.8050565,-81.935143
1654,Cincinnati,OH,"Cincinnati, OH",39.1031182,-84.5120196
1655,Liberty Township,OH,"Liberty Township, OH",39.4039859,-84.406761
1656,Portsmouth,OH,"Portsmouth, OH",38.7317431,-82.9976742
1657,Urbana,OH,"Urbana, OH",40.1083912,-83.7524298
1658,Ashtabula,OH,"Ashtabula, OH",41.8650534,-80.7898089
1659,Hillsboro,OH,"Hillsboro, OH",39.2022866,-83.611587
1660,Lancaster,OH,"Lancaster, OH",39.7136754,-82.5993294
1661,Wright Patterson AFB,OH,"Wright Patterson AFB, OH",39.8137298,-84.05374479999999
1662,London,OH,"London, OH",39.8864493,-83.4482529
1663,Chagrin Falls,OH,"Chagrin Falls, OH",41.4298516,-81.3910999
1664,Kettering,OH,"Kettering, OH",39.68950359999999,-84.1688274
1665,Upper Sandusky,OH,"Upper Sandusky, OH",40.8272785,-83.2813089
1666,Gallipolis,OH,"Gallipolis, OH",38.809803,-82.2023691
1667,Medina,OH,"Medina, OH",41.143245,-81.8552196
1668,Warren,OH,"Warren, OH",41.2375569,-80.81841659999999
1669,New Philadelphia,OH,"New Philadelphia, OH",40.4897871,-81.4456706
1670,Cleveland,OH,"Cleveland, OH",41.49932,-81.6943605
1671,Xenia,OH,"Xenia, OH",39.6847822,-83.9296526
1672,Twinsburg,OH,"Twinsburg, OH",41.3125552,-81.4401129
1673,Akron,OH,"Akron, OH",41.0814447,-81.51900529999999
1674,Ravenna,OH,"Ravenna, OH",41.1575566,-81.2420473
1675,Middletown,OH,"Middletown, OH",39.5150576,-84.39827629999999
1676,Carrollton,OH,"Carrollton, OH",40.5728403,-81.0856532
1677,Athens,OH,"Athens, OH",39.3292396,-82.1012554
1678,Zanesville,OH,"Zanesville, OH",39.9403453,-82.0131924
1679,Tallmadge,OH,"Tallmadge, OH",41.1014451,-81.441779
1680,Cuyahoga Falls,OH,"Cuyahoga Falls, OH",41.1339449,-81.48455849999999
1681,Lebanon,OH,"Lebanon, OH",39.4353373,-84.2029922
1682,Van Wert,OH,"Van Wert, OH",40.8694927,-84.58412229999999
1683,Jackson,OH,"Jackson, OH",39.0520169,-82.6365536
1684,Kewanee,IL,"Kewanee, IL",41.2455927,-89.9248303
1685,Joliet,IL,"Joliet, IL",41.525031,-88.0817251
1686,Carbondale,IL,"Carbondale, IL",37.7272727,-89.2167501
1687,Wilemette,IL,"Wilemette, IL",42.0722513,-87.7228384
1688,Paris,IL,"Paris, IL",39.611146,-87.6961374
1689,Frankfort,IL,"Frankfort, IL",41.4958665,-87.84866129999999
1690,Dixon,IL,"Dixon, IL",41.8389213,-89.47954779999999
1691,Morton Grove,IL,"Morton Grove, IL",42.0405852,-87.78256209999999
1692,Moline,IL,"Moline, IL",41.5067003,-90.51513419999999
1693,Jacksonville,IL,"Jacksonville, IL",39.733936,-90.2290098
1694,Sterling,IL,"Sterling, IL",41.788642,-89.69621939999999
1695,Arlington Heights,IL,"Arlington Heights, IL",42.0883603,-87.98062650000001
1696,Orland Park,IL,"Orland Park, IL",41.6303103,-87.85394250000002
1697,Macomb,IL,"Macomb, IL",40.4592076,-90.67179709999999
1698,Lincoln,IL,"Lincoln, IL",40.1483768,-89.3648183
1699,Amboy,IL,"Amboy, IL",41.71419969999999,-89.3287061
1700,La Salle,IL,"La Salle, IL",41.3621503,-89.0418249
1701,Pontiac,IL,"Pontiac, IL",40.8808666,-88.62978389999999
1702,Rochelle,IL,"Rochelle, IL",41.9239178,-89.0687073
1703,Peoria,IL,"Peoria, IL",40.6936488,-89.5889864
1704,Rockford,IL,"Rockford, IL",42.2711311,-89.0939952
1705,Herrin,IL,"Herrin, IL",37.80310559999999,-89.02757439999999
1706,Kankakee,IL,"Kankakee, IL",41.1200325,-87.8611531
1707,Glenview,IL,"Glenview, IL",42.0697509,-87.7878408
1708,Metropolis,IL,"Metropolis, IL",37.1511655,-88.73199790000001
1709,Belleville,IL,"Belleville, IL",38.5200504,-89.9839935
1710,Du Quoin,IL,"Du Quoin, IL",38.0114393,-89.2361935
1711,Winnetka,IL,"Winnetka, IL",42.10808340000001,-87.735895
1712,West Frankfort,IL,"West Frankfort, IL",37.8985966,-88.9233622
1713,Mattoon,IL,"Mattoon, IL",39.48308970000001,-88.37282549999999
1714,Effingham,IL,"Effingham, IL",39.1200418,-88.5433829
1715,Quincy,IL,"Quincy, IL",39.9356016,-91.4098726
1716,Chicago,IL,"Chicago, IL",41.8781136,-87.6297982
1717,Carmi,IL,"Carmi, IL",38.0908796,-88.1586488
1718,Skokie,IL,"Skokie, IL",42.0324025,-87.7416246
1719,Ashton,IL,"Ashton, IL",41.8661417,-89.2212088
1720,Edwardsville,IL,"Edwardsville, IL",38.8114364,-89.95315699999999
1721,Harrisburg,IL,"Harrisburg, IL",37.7383812,-88.540607
1722,Marion,IL,"Marion, IL",37.7306054,-88.9331256
1723,Morris,IL,"Morris, IL",41.357254,-88.4211785
1724,Flora,IL,"Flora, IL",38.6689364,-88.4856042
1725,Mclean,IL,"Mclean, IL",40.3144833,-89.16980900000001
1726,Carthage,IL,"Carthage, IL",40.416433,-91.1362537
1727,Streator,IL,"Streator, IL",41.12086679999999,-88.835352
1728,Benton,IL,"Benton, IL",37.9967163,-88.92006850000001
1729,Canton,IL,"Canton, IL",40.5580945,-90.03511669999999
1730,Aurora,IL,"Aurora, IL",41.7605849,-88.32007150000001
1731,Galesburg,IL,"Galesburg, IL",40.94781580000001,-90.3712395
1732,Cook County,IL,"Cook County, IL",41.7376587,-87.697554
1733,Centralia,IL,"Centralia, IL",38.5285169,-89.1316944
1734,Freeport,IL,"Freeport, IL",42.2966861,-89.6212271
1735,Mount Vernon,IL,"Mount Vernon, IL",38.3172714,-88.9031201
1736,Princeton,IL,"Princeton, IL",41.3680919,-89.4648145
1737,New Lenox,IL,"New Lenox, IL",41.5119761,-87.9656098
1738,Geneva,IL,"Geneva, IL",41.8875281,-88.3053525
1739,Lincolnwood,IL,"Lincolnwood, IL",42.0044757,-87.73005940000002
1740,Alton,IL,"Alton, IL",38.8906038,-90.1842764
1741,Mendota,IL,"Mendota, IL",41.5472547,-89.11758510000001
1742,Robinson,IL,"Robinson, IL",39.0053201,-87.7391935
1743,Northbrook,IL,"Northbrook, IL",42.1275267,-87.82895479999999
1744,Oak Park,IL,"Oak Park, IL",41.8850317,-87.7845025
1745,Lockport,IL,"Lockport, IL",41.5894752,-88.05783699999999
1746,Carterville,IL,"Carterville, IL",37.7600501,-89.0772991
1747,Mount Morris,IL,"Mount Morris, IL",42.0503062,-89.43122009999999
1748,Barrington,IL,"Barrington, IL",42.1539141,-88.1361888
1749,Elgin,IL,"Elgin, IL",42.0354084,-88.2825668
1750,Tinley Park,IL,"Tinley Park, IL",41.5731442,-87.7932939
1751,Mundelein,IL,"Mundelein, IL",42.263079,-88.00396529999999
1752,Springfield,IL,"Springfield, IL",39.78172130000001,-89.6501481
1753,Pekin,IL,"Pekin, IL",40.5675388,-89.640658
1754,Ottawa,IL,"Ottawa, IL",41.3455892,-88.8425769
1755,Sullivan,IL,"Sullivan, IL",39.599479,-88.6078392
1756,Crystal Lake,IL,"Crystal Lake, IL",42.2411344,-88.31619649999999
1757,Clinton,IL,"Clinton, IL",40.1536479,-88.9645253
1758,Monmouth,IL,"Monmouth, IL",40.9114271,-90.64735759999999
1759,Champaign,IL,"Champaign, IL",40.1164204,-88.2433829
1760,Libertyville,IL,"Libertyville, IL",42.2830786,-87.9531303
1761,Tinley Junction,IL,"Tinley Junction, IL",41.5845775,-87.8125227
1762,Homer Glen,IL,"Homer Glen, IL",41.6000317,-87.9381112
1763,Dekalb,IL,"Dekalb, IL",41.9294736,-88.75036469999999
1764,Mt. Carmel,IL,"Mt. Carmel, IL",38.4108801,-87.7614174
1765,Anna,IL,"Anna, IL",37.4603274,-89.2470282
1766,Mokena,IL,"Mokena, IL",41.5261437,-87.8892189
1767,Vernon Hills,IL,"Vernon Hills, IL",42.23933230000001,-87.9653565
1768,New Iberia,LA,"New Iberia, LA",30.0035365,-91.81872849999999
1769,Baton Rouge,LA,"Baton Rouge, LA",30.4514677,-91.18714659999999
1770,Crowley,LA,"Crowley, LA",30.2140928,-92.3745761
1771,Lake Charles,LA,"Lake Charles, LA",30.2265949,-93.2173758
1772,Denham Springs,LA,"Denham Springs, LA",30.48685639999999,-90.95621249999999
1773,Sulphur,LA,"Sulphur, LA",30.2365943,-93.37737829999999
1774,Deridder,LA,"Deridder, LA",30.8463055,-93.2890527
1775,Thibodaux,LA,"Thibodaux, LA",29.7957633,-90.82287099999999
1776,Hammond,LA,"Hammond, LA",30.5043583,-90.46119949999999
1777,Leesville,LA,"Leesville, LA",31.1435194,-93.260998
1778,Bogalusa,LA,"Bogalusa, LA",30.7910204,-89.8486858
1779,Houma,LA,"Houma, LA",29.5957696,-90.71953479999999
1780,Alexandria,LA,"Alexandria, LA",31.3112936,-92.4451371
1781,Morgan City,LA,"Morgan City, LA",29.6993748,-91.20676999999999
1782,Franklin,LA,"Franklin, LA",29.7960399,-91.5015002
1783,Lafayette,LA,"Lafayette, LA",30.2240897,-92.0198427
1784,Slidell,LA,"Slidell, LA",30.2751945,-89.78117449999999
1785,Minden,LA,"Minden, LA",32.6154278,-93.2868354
1786,New Orleans,LA,"New Orleans, LA",29.95106579999999,-90.0715323
1787,Ponchatoula,LA,"Ponchatoula, LA",30.4388041,-90.4414762
1788,Shreveport,LA,"Shreveport, LA",32.5251516,-93.7501789
1789,Opelousa,LA,"Opelousa, LA",30.5335302,-92.081509
1790,Random Lake,WI,"Random Lake, WI",43.55222,-87.9617585
1791,Marshfield,WI,"Marshfield, WI",44.6688524,-90.1717987
1792,Brodhead,WI,"Brodhead, WI",42.6183424,-89.3762278
1793,Sturgeon Bay,WI,"Sturgeon Bay, WI",44.8341639,-87.3770419
1794,Janesville,WI,"Janesville, WI",42.6251506,-89.0179332
1795,Manitowoc,WI,"Manitowoc, WI",44.0886059,-87.657584
1796,Grantsburg,WI,"Grantsburg, WI",45.7763419,-92.6827041
1797,Brookfield,WI,"Brookfield, WI",43.0605671,-88.1064787
1798,Appleton,WI,"Appleton, WI",44.2619309,-88.41538469999999
1799,Hayward,WI,"Hayward, WI",46.0130065,-91.4846208
1800,Chippewa Falls,WI,"Chippewa Falls, WI",44.9369054,-91.39293479999999
1801,Hudson,WI,"Hudson, WI",44.9746896,-92.7568703
1802,Fond Du Lac,WI,"Fond Du Lac, WI",43.7730448,-88.4470508
1803,Ellsworth,WI,"Ellsworth, WI",44.7321897,-92.4874124
1804,Sauk City,WI,"Sauk City, WI",43.2708225,-89.722067
1805,New Richmond,WI,"New Richmond, WI",45.1230213,-92.5365865
1806,Oshkosh,WI,"Oshkosh, WI",44.0247062,-88.5426136
1807,Wisconsin Rapids,WI,"Wisconsin Rapids, WI",44.38357630000001,-89.8173465
1808,Chetek,WI,"Chetek, WI",45.3141273,-91.6510007
1809,Bloomer,WI,"Bloomer, WI",45.1002389,-91.4887724
1810,Monroe,WI,"Monroe, WI",42.60111939999999,-89.6384532
1811,Green Bay,WI,"Green Bay, WI",44.5133188,-88.0132958
1812,Beloit,WI,"Beloit, WI",42.5083482,-89.03177649999999
1813,Waukesha,WI,"Waukesha, WI",43.0116784,-88.2314813
1814,Spooner,WI,"Spooner, WI",45.8224475,-91.88934309999999
1815,Stevens Point,WI,"Stevens Point, WI",44.52357920000001,-89.574563
1816,Ashland,WI,"Ashland, WI",46.5924428,-90.8837982
1817,Madison,WI,"Madison, WI",43.0730517,-89.4012302
1818,Superior,WI,"Superior, WI",46.7207737,-92.10407959999999
1819,Sheboygan,WI,"Sheboygan, WI",43.7508284,-87.71453
1820,Wausau,WI,"Wausau, WI",44.9591352,-89.6301221
1821,Plymouth,WI,"Plymouth, WI",43.7486054,-87.9770379
1822,Eau Claire,WI,"Eau Claire, WI",44.811349,-91.4984941
1823,Shawano,WI,"Shawano, WI",44.7822064,-88.60899169999999
1824,Tomahawk,WI,"Tomahawk, WI",45.4710792,-89.7298594
1825,Phillips,WI,"Phillips, WI",45.6966257,-90.4004296
1826,Park Falls,WI,"Park Falls, WI",45.9343981,-90.4415527
1827,Kenosha,WI,"Kenosha, WI",42.5847425,-87.82118539999999
1828,Watertown,WI,"Watertown, WI",43.1947211,-88.7289918
1829,Waunakee,WI,"Waunakee, WI",43.1919373,-89.45567489999999
1830,Menomonie,WI,"Menomonie, WI",44.8755183,-91.9193422
1831,Ladysmith,WI,"Ladysmith, WI",45.4630231,-91.10403579999999
1832,Lancaster,WI,"Lancaster, WI",42.8474905,-90.7106821
1833,Holmen,WI,"Holmen, WI",43.96329619999999,-91.25625389999999
1834,La Crosse,WI,"La Crosse, WI",43.8137751,-91.25190169999999
1835,Racine,WI,"Racine, WI",42.7261309,-87.78285230000002
1836,Milwaukee,WI,"Milwaukee, WI",43.0389025,-87.9064736
1837,Wautoma,WI,"Wautoma, WI",44.0746995,-89.287897
1838,De Lavan,WI,"De Lavan, WI",42.6330703,-88.6437138
1839,Onalaska,WI,"Onalaska, WI",43.8844092,-91.23513930000001
1840,Rhinelander,WI,"Rhinelander, WI",45.6366228,-89.4120753
1841,River Falls,WI,"River Falls, WI",44.8613563,-92.6238082
1842,Longview,WA,"Longview, WA",46.1381676,-122.9381672
1843,Battle Ground,WA,"Battle Ground, WA",45.7806939,-122.5475467
1844,Aberdeen,WA,"Aberdeen, WA",46.9753708,-123.8157218
1845,Issaquah,WA,"Issaquah, WA",47.5301011,-122.0326191
1846,Walla Walla,WA,"Walla Walla, WA",46.0645809,-118.3430208
1847,Bellevue,WA,"Bellevue, WA",47.6101497,-122.2015159
1848,Ellensburg,WA,"Ellensburg, WA",46.9965144,-120.5478474
1849,Seattle,WA,"Seattle, WA",47.6062095,-122.3320708
1850,Gig Harbor,WA,"Gig Harbor, WA",47.32926399999999,-122.5801293
1851,Port Angeles,WA,"Port Angeles, WA",48.118146,-123.4307413
1852,Woodinville,WA,"Woodinville, WA",47.7542651,-122.1634581
1853,Friday Harbor,WA,"Friday Harbor, WA",48.5342662,-123.0171242
1854,Olympia,WA,"Olympia, WA",47.0378741,-122.9006951
1855,Mercer Island,WA,"Mercer Island, WA",47.5706548,-122.2220674
1856,Twisp,WA,"Twisp, WA",48.3634784,-120.122303
1857,Leavenworth,WA,"Leavenworth, WA",47.5962326,-120.6614765
1858,Othello,WA,"Othello, WA",46.8259742,-119.1752913
1859,Mt Vernon,WA,"Mt Vernon, WA",48.421216,-122.3340474
1860,Tacoma,WA,"Tacoma, WA",47.2528768,-122.4442906
1861,Everett,WA,"Everett, WA",47.9789848,-122.2020795
1862,Grand Coulee,WA,"Grand Coulee, WA",47.9391662,-119.0120921
1863,Port Townsend,WA,"Port Townsend, WA",48.11703869999999,-122.7604471
1864,Vancouver,WA,"Vancouver, WA",45.6355146,-122.55783
1865,Burien,WA,"Burien, WA",47.4668384,-122.3405305
1866,Yakima,WA,"Yakima, WA",46.6020711,-120.5058987
1867,Bremerton,WA,"Bremerton, WA",47.5650067,-122.6269768
1868,Sunnyside,WA,"Sunnyside, WA",46.3237423,-120.0086538
1869,Camas,WA,"Camas, WA",45.5874666,-122.4045037
1870,Wenatchee,WA,"Wenatchee, WA",47.4234599,-120.3103494
1871,Anacortes,WA,"Anacortes, WA",48.51260449999999,-122.6126718
1872,Kennewick,WA,"Kennewick, WA",46.2086683,-119.119948
1873,Spokane,WA,"Spokane, WA",47.6587802,-117.4260465
1874,Lynden,WA,"Lynden, WA",48.9428018,-122.4529469
1875,Long Beach,WA,"Long Beach, WA",46.3523219,-124.0543234
1876,Omak,WA,"Omak, WA",48.4109853,-119.5275506
1877,Snoqualmie,WA,"Snoqualmie, WA",47.5287132,-121.8253906
1878,Bellingham,WA,"Bellingham, WA",48.7519112,-122.4786854
1879,Paris,TN,"Paris, TN",36.3020023,-88.32671069999999
1880,Johnson City,TN,"Johnson City, TN",36.3134397,-82.3534727
1881,Mcminnville,TN,"Mcminnville, TN",35.6865889,-85.7801453
1882,Union City,TN,"Union City, TN",36.4242303,-89.0570096
1883,Crossville,TN,"Crossville, TN",35.9489566,-85.0269014
1884,Somerville,TN,"Somerville, TN",35.2436969,-89.35007139999999
1885,Sewanee,TN,"Sewanee, TN",35.2031373,-85.9210899
1886,Chattanooga,TN,"Chattanooga, TN",35.0456297,-85.3096801
1887,Dyersburg,TN,"Dyersburg, TN",36.0345159,-89.38562809999999
1888,Maryville,TN,"Maryville, TN",35.7564719,-83.9704593
1889,Columbia,TN,"Columbia, TN",35.6150716,-87.0352831
1890,Knoxville,TN,"Knoxville, TN",35.9606384,-83.9207392
1891,Smithville,TN,"Smithville, TN",35.9606185,-85.8141516
1892,Morristown,TN,"Morristown, TN",36.2139814,-83.29489219999999
1893,Elizabethton,TN,"Elizabethton, TN",36.3487196,-82.21068760000001
1894,Sweetwater,TN,"Sweetwater, TN",35.6014636,-84.46103939999999
1895,Clarksville,TN,"Clarksville, TN",36.5297706,-87.3594528
1896,Cookeville,TN,"Cookeville, TN",36.162839,-85.5016423
1897,Franklin,TN,"Franklin, TN",35.9250637,-86.8688899
1898,Brentwood,TN,"Brentwood, TN",36.0331164,-86.78277720000001
1899,Kingsport,TN,"Kingsport, TN",36.548434,-82.5618186
1900,Cleveland,TN,"Cleveland, TN",35.1595182,-84.8766115
1901,Oak Ridge,TN,"Oak Ridge, TN",36.0103561,-84.26964490000002
1902,Shelbyville,TN,"Shelbyville, TN",35.483406,-86.46027169999999
1903,Mc Kenzie,TN,"Mc Kenzie, TN",36.1325616,-88.5186636
1904,Athens,TN,"Athens, TN",35.4428512,-84.5929898
1905,Lafollette,TN,"Lafollette, TN",36.3828852,-84.1199472
1906,Nashville,TN,"Nashville, TN",36.1626638,-86.7816016
1907,Greeneville,TN,"Greeneville, TN",36.1631574,-82.83098609999999
1908,Jackson,TN,"Jackson, TN",35.6145169,-88.81394689999999
1909,Memphis,TN,"Memphis, TN",35.1495343,-90.0489801
